feature,count
backstreet,56.0
backtrack,52.0
backtracked,27.0
backtracking,25.0
backup,562.0
backups,36.0
backward,126.0
backwards,986.0
backwaren,20.0
backwash,12.0
backwater,11.0
backwoods,44.0
backyard,1594.0
backyards,25.0
baclava,20.0
bacon,52961.0
baconator,37.0
baconnaise,11.0
bacons,61.0
bacony,82.0
bacteria,313.0
bacterial,82.0
bad,157580.0
bada,93.0
badamo,15.0
badass,475.0
badboy,17.0
badd,20.0
badder,17.0
baddest,37.0
bade,15.0
bademjan,25.0
baden,31.0
badge,311.0
badger,546.0
badgered,33.0
badgering,48.0
badgers,135.0
badges,69.0
badische,17.0
badischen,14.0
badlands,31.0
badly,2995.0
badman,31.0
badminton,54.0
badmouth,25.0
badmouthing,10.0
badness,25.0
bado,37.0
bads,67.0
badura,11.0
bae,13.0
baer,20.0
baffle,21.0
baffled,494.0
baffles,134.0
baffling,157.0
bafroom,14.0
bag,19436.0
bagages,15.0
bagatelle,42.0
bagel,9701.0
bagelmania,30.0
bagelry,16.0
bagels,7914.0
bagette,21.0
bagettes,11.0
bagful,21.0
baggage,1283.0
bagged,805.0
bagger,67.0
baggers,86.0
baggery,30.0
baggie,106.0
baggies,93.0
bagging,249.0
baggy,180.0
bagle,17.0
bagles,24.0
bagoong,47.0
bagpipe,30.0
bagpiper,12.0
bagpipes,66.0
bags,9504.0
baguette,3095.0
baguettes,775.0
bah,236.0
baha,43.0
bahaha,11.0
bahahaha,16.0
bahama,569.0
bahamarita,11.0
bahamas,160.0
bahamian,10.0
bahay,24.0
bahia,11.0
bahn,995.0
bahnen,12.0
bahnhof,34.0
bai,141.0
baidu,21.0
baie,14.0
baies,11.0
baigan,17.0
bail,235.0
bailed,195.0
bailey,524.0
baileys,222.0
bailing,32.0
bailout,31.0
bails,10.0
baily,24.0
bain,66.0
baingan,47.0
bains,36.0
baird,12.0
bait,850.0
baited,32.0
baiz,105.0
baja,2023.0
bajillion,102.0
bajio,42.0
bak,80.0
baka,27.0
bakalava,15.0
bake,2468.0
baked,24142.0
bakehouse,47.0
baker,1127.0
bakeries,1142.0
bakers,366.0
bakersfield,72.0
bakery,12246.0
bakes,256.0
bakeshop,103.0
bakeware,35.0
baking,1585.0
baklava,2385.0
baklavah,12.0
baklavas,44.0
baklawa,23.0
baku,58.0
bal,23.0
balade,21.0
balader,13.0
baladie,40.0
balance,7262.0
balanced,4455.0
balancer,10.0
balances,285.0
balancing,536.0
balayage,45.0
balboa,97.0
balck,10.0
balconies,478.0
balcony,4654.0
bald,782.0
balding,76.0
baldwin,100.0
bale,39.0
balenciaga,38.0
bales,25.0
bali,121.0
balk,101.0
balkan,35.0
balked,120.0
balking,14.0
balkon,12.0
ball,8430.0
balla,18.0
ballad,32.0
ballads,75.0
ballagio,47.0
ballantyne,1001.0
ballard,16.0
ballast,69.0
balled,70.0
ballentyne,33.0
baller,379.0
ballerina,46.0
ballerinas,14.0
ballers,97.0
ballet,640.0
ballets,15.0
balley,13.0
ballgame,117.0
ballgames,11.0
ballin,123.0
balling,94.0
ballistic,40.0
ballon,28.0
ballons,21.0
balloon,931.0
ballooned,20.0
ballooning,43.0
balloons,669.0
ballot,24.0
ballpark,977.0
ballparks,103.0
ballpoint,14.0
ballroom,602.0
ballrooms,99.0
balls,8323.0
ballsy,55.0
bally,1861.0
ballyhooed,21.0
ballys,480.0
ballz,23.0
balm,142.0
balmoral,77.0
balms,26.0
balmy,89.0
baloney,75.0
balsalmic,84.0
balsamic,5109.0
balsamico,39.0
balsamics,17.0
balsamique,17.0
balt,13.0
balthazar,19.0
balti,39.0
baltic,25.0
baltimore,320.0
balut,24.0
balvenie,14.0
bam,1276.0
bama,45.0
bamba,57.0
bambi,43.0
bambini,25.0
bambino,70.0
bambinos,17.0
bamboo,1677.0
bamboozled,83.0
bambu,50.0
bamm,12.0
ban,610.0
banal,56.0
banana,14204.0
bananas,4641.0
banane,56.0
bananes,41.0
bananna,42.0
banannas,10.0
banc,19.0
banchan,787.0
banchans,67.0
bancs,46.0
band,11865.0
banda,46.0
bandage,90.0
bandaged,40.0
bandages,39.0
bandaid,70.0
bandaids,83.0
bandana,120.0
bandanas,38.0
bandanna,32.0
bandannas,15.0
bande,11.0
banded,34.0
bandeja,66.0
bandera,260.0
banderas,25.0
bandido,308.0
bandidos,14.0
bandied,12.0
bandit,114.0
bandito,109.0
banditos,27.0
bandits,54.0
bands,4339.0
bandstand,20.0
bandung,50.0
bandwagon,274.0
bandwidth,74.0
bane,61.0
banfi,13.0
banfield,341.0
bang,4499.0
bangalore,13.0
banged,218.0
banger,162.0
bangers,739.0
bangin,275.0
banging,793.0
bangkok,509.0
bangladesh,16.0
bangladeshi,24.0
bangle,14.0
bangles,30.0
bangs,772.0
bangus,107.0
banh,2529.0
banish,16.0
banished,52.0
banister,28.0
banisters,10.0
banjo,45.0
banjos,20.0
bank,7739.0
banked,79.0
banker,217.0
bankers,137.0
banking,460.0
bankok,20.0
bankroll,48.0
bankrupt,184.0
bankruptcy,160.0
banks,665.0
banksville,48.0
banlieue,16.0
bann,43.0
banna,13.0
bannana,41.0
bannanas,14.0
banned,349.0
banner,769.0
bannerman,33.0
banners,210.0
banning,30.0
bano,12.0
banoffee,127.0
banofi,28.0
banque,31.0
banquet,943.0
banquets,97.0
banquette,150.0
banquettes,195.0
banquise,343.0
bans,63.0
banshee,49.0
banshees,12.0
banter,799.0
bantered,19.0
banterful,11.0
bantering,53.0
banzai,88.0
banzo,118.0
bao,1739.0
baoding,53.0
baos,199.0
bap,316.0
baptism,56.0
baptist,47.0
baptiste,38.0
baptized,26.0
baquette,26.0
bar,218290.0
barack,37.0
baramundi,19.0
barantine,23.0
baratin,46.0
barato,14.0
barb,243.0
barback,75.0
barbacks,20.0
barbacoa,1183.0
barbados,14.0
barbalo,23.0
barbara,470.0
barbarella,13.0
barbaresco,22.0
barbarian,28.0
barbaric,37.0
barbary,100.0
barbe,13.0
barbecue,3923.0
barbecued,305.0
barbecues,53.0
barbecuing,22.0
barbed,31.0
barbell,46.0
barbells,49.0
barbeque,1481.0
barbequed,84.0
barbeques,28.0
barber,3238.0
barbera,61.0
barbering,13.0
barberini,12.0
barberries,17.0
barbers,942.0
barbershop,659.0
barbershops,49.0
barbie,409.0
barbies,48.0
barbocoa,14.0
barbour,17.0
barbq,29.0
barbque,25.0
barbra,24.0
barbs,48.0
barby,110.0
barcade,14.0
barcelona,309.0
barchocolate,19.0
barclay,12.0
barcode,83.0
barcodes,16.0
bard,23.0
bardot,10.0
bare,2500.0
bareable,11.0
barebones,36.0
bared,24.0
barefoot,448.0
barefooted,18.0
barely,16750.0
bares,25.0
barest,13.0
barf,319.0
barfed,33.0
barfing,46.0
barflies,20.0
barfly,57.0
barfood,27.0
barfy,11.0
barg,66.0
bargain,4297.0
bargained,65.0
bargaining,40.0
bargains,708.0
barge,109.0
barged,47.0
barges,23.0
bargin,82.0
barging,31.0
bargins,16.0
barhopping,25.0
bari,11.0
barigoule,17.0
barilla,17.0
baring,65.0
barish,13.0
barista,2484.0
baristas,1968.0
baritone,16.0
bark,918.0
barked,259.0
barkeep,174.0
barkeeper,26.0
barkeeps,77.0
barker,67.0
barkers,16.0
barkin,13.0
barking,474.0
barkley,72.0
barks,97.0
barley,857.0
barleys,14.0
barleywine,28.0
barmacie,25.0
barmaid,111.0
barmaids,31.0
barman,183.0
barmasa,85.0
barmen,33.0
barn,742.0
barnes,506.0
barnet,16.0
barnett,15.0
barney,304.0
barneys,128.0
barns,43.0
barnum,23.0
barnyard,44.0
barolo,79.0
barometer,111.0
baron,73.0
baroque,59.0
barq,44.0
barquita,18.0
barr,88.0
barracks,19.0
barracuda,33.0
barrage,125.0
barraged,15.0
barramundi,100.0
barrata,16.0
barre,579.0
barred,82.0
barrel,1779.0
barreled,24.0
barrelhouse,88.0
barreling,19.0
barrell,30.0
barrels,288.0
barren,239.0
barrett,85.0
barrettes,11.0
barricade,34.0
barricaded,19.0
barricades,38.0
barrier,966.0
barriers,191.0
barring,101.0
barrington,59.0
barringtons,18.0
barrio,846.0
barrios,17.0
barrique,35.0
barriques,166.0
barrista,126.0
barristas,73.0
barro,514.0
barroco,43.0
barron,20.0
barroom,15.0
barros,279.0
barrow,32.0
barrows,11.0
barry,587.0
barrymore,456.0
bars,18377.0
barstaff,63.0
barstaurant,54.0
barstool,103.0
barstools,204.0
barstow,74.0
bart,96.0
bartend,61.0
bartendar,53.0
bartendars,28.0
bartended,46.0
bartender,30260.0
bartenders,16402.0
bartending,361.0
bartendress,73.0
bartendresses,15.0
bartends,22.0
barter,36.0
bartering,20.0
barth,24.0
bartha,24.0
bartles,11.0
bartlett,56.0
bartolotta,215.0
barton,67.0
bartop,50.0
barware,24.0
bas,286.0
basa,32.0
basal,20.0
basalmic,69.0
bascially,31.0
base,6455.0
baseball,3100.0
baseballs,48.0
baseboard,39.0
baseboards,168.0
based,28938.0
baseless,11.0
baseline,781.0
basement,1906.0
basements,16.0
bases,484.0
bash,475.0
basha,315.0
bashas,300.0
bashed,58.0
bashes,32.0
bashful,38.0
bashing,187.0
basic,15055.0
basically,23312.0
basicaly,12.0
basicly,35.0
basics,2418.0
basil,11618.0
basilic,52.0
basilica,164.0
basilico,23.0
basilique,24.0
basils,16.0
basily,17.0
basin,224.0
basing,316.0
basins,55.0
basique,11.0
basis,4910.0
bask,241.0
basked,42.0
basket,8197.0
basketball,2505.0
basketballs,30.0
baskets,1503.0
baskin,424.0
basking,105.0
basmati,814.0
basque,106.0
bass,7450.0
basse,17.0
basses,28.0
basset,24.0
bassett,57.0
bassist,19.0
bast,21.0
basta,13.0
bastante,23.0
bastard,541.0
bastardization,25.0
bastardized,66.0
bastards,267.0
baste,17.0
basted,175.0
bastianich,96.0
bastilla,23.0
bastille,44.0
basting,28.0
bastion,67.0
bastions,14.0
bat,1772.0
batali,747.0
batalli,50.0
batard,23.0
batata,19.0
batcave,13.0
batch,2223.0
batches,373.0
bate,14.0
bateau,27.0
bated,16.0
bateman,16.0
batender,10.0
bates,59.0
bath,5551.0
bathe,358.0
bathed,429.0
bather,11.0
bathers,13.0
bathes,15.0
bathhouse,103.0
bathing,769.0
bathmat,17.0
bathouse,12.0
bathrobe,86.0
bathrobes,167.0
bathroom,28808.0
bathrooms,11593.0
baths,800.0
bathtub,1806.0
bathtubs,290.0
bathwater,22.0
batista,49.0
batman,583.0
baton,172.0
batons,20.0
bats,168.0
batshit,16.0
battali,28.0
batted,72.0
batter,6650.0
battera,40.0
battered,3349.0
batteries,745.0
battering,42.0
batters,54.0
battery,3174.0
batting,363.0
battista,160.0
battistas,15.0
battle,1240.0
battled,57.0
battlefield,90.0
battles,106.0
battleship,55.0
battlestar,11.0
battling,250.0
battre,15.0
batty,27.0
batura,31.0
bau,24.0
bauble,13.0
baubles,50.0
bauer,74.0
baught,13.0
bauhaus,21.0
baum,66.0
bauman,17.0
baumarkt,24.0
baume,12.0
baustelle,13.0
bavaria,54.0
bavarian,547.0
bavarois,14.0
bavette,158.0
bawdy,50.0
bawl,14.0
bawling,24.0
baxter,130.0
baxters,20.0
bay,10588.0
bayless,54.0
baymont,38.0
bayonne,19.0
bayou,193.0
bays,196.0
bayside,154.0
baywatch,14.0
bazaar,320.0
bazic,62.0
bazillion,127.0
bazooka,26.0
bb,736.0
bball,69.0
bbb,710.0
bbblt,27.0
bbbq,12.0
bbc,56.0
bbd,64.0
bbg,26.0
bbh,45.0
bbl,39.0
bblt,11.0
bboy,12.0
bbp,36.0
bbq,46099.0
bbqed,24.0
bbqing,27.0
bbqs,143.0
bbs,16.0
bbt,58.0
bbw,72.0
bc,4170.0
bcause,11.0
bcbg,149.0
bcd,20.0
bcf,17.0
bck,13.0
bconnected,19.0
bcos,14.0
bcoz,20.0
bcp,26.0
bcs,103.0
bcus,18.0
bcuz,118.0
bcz,33.0
bd,143.0
bday,2183.0
bdays,44.0
bdr,10.0
bdrm,54.0
bds,13.0
bdsm,14.0
bdubs,77.0
be4,11.0
bea,36.0
beacause,29.0
beach,6757.0
beached,36.0
beacher,19.0
beaches,120.0
beachfront,13.0
beachside,29.0
beachy,142.0
beacon,247.0
beacuse,58.0
bead,355.0
beaded,120.0
beading,123.0
beads,783.0
beady,25.0
beaf,16.0
beagle,116.0
beagles,53.0
beak,37.0
beaker,27.0
beakers,19.0
beakfast,12.0
beaks,18.0
beam,310.0
beamed,59.0
beamer,15.0
beaming,131.0
beams,341.0
bean,16009.0
beanbag,26.0
beanbags,19.0
beancurd,21.0
beanery,25.0
beanie,72.0
beanies,32.0
beanless,12.0
beano,25.0
beans,35411.0
beanscene,53.0
beansprouts,60.0
beantown,30.0
beantowns,15.0
beany,38.0
beanz,21.0
bear,3465.0
bearable,598.0
bearclaw,21.0
beard,982.0
bearded,214.0
bearden,18.0
beards,128.0
beardsley,25.0
beardy,12.0
bearer,53.0
bearers,13.0
bearing,610.0
bearings,195.0
bearly,20.0
bearnaise,436.0
bears,1528.0
beast,945.0
beastie,55.0
beasties,13.0
beastly,41.0
beasts,91.0
beat,19121.0
beatable,14.0
beaten,1970.0
beater,129.0
beaters,98.0
beatiful,61.0
beatifully,12.0
beating,692.0
beatle,54.0
beatlemania,10.0
beatles,2338.0
beatnik,25.0
beatrice,20.0
beatriz,12.0
beats,4106.0
beattles,11.0
beatty,11.0
beau,931.0
beaubien,61.0
beaucoup,1025.0
beaudevin,40.0
beaujolais,32.0
beauregard,27.0
beause,39.0
beaut,25.0
beautfiul,13.0
beautful,31.0
beautician,40.0
beauticians,20.0
beauties,175.0
beautif,19.0
beautification,22.0
beautified,36.0
beautiful,51221.0
beautifull,23.0
beautifully,6709.0
beautifuly,18.0
beautify,29.0
beautifying,13.0
beautiul,15.0
beauty,4445.0
beautys,13.0
beauté,45.0
beaux,124.0
beav,12.0
beaver,374.0
beavers,36.0
beavis,26.0
bebe,197.0
bec,252.0
becareful,53.0
becase,20.0
becasue,210.0
becaue,30.0
becaues,13.0
becaus,20.0
becca,178.0
bechamel,354.0
bechemel,23.0
becher,15.0
bechtler,68.0
beck,113.0
beckett,399.0
becketts,31.0
beckham,31.0
beckinsale,21.0
beckon,61.0
beckoned,106.0
beckoning,137.0
beckons,89.0
becks,10.0
becky,355.0
becouse,12.0
becoz,12.0
becuase,527.0
becuse,28.0
becuz,70.0
bed,26130.0
bedarf,11.0
bedazzled,103.0
bedbug,52.0
bedbugs,157.0
bedded,20.0
bedding,1013.0
beddings,27.0
bedecked,29.0
bedenken,11.0
bedford,20.0
bedhead,11.0
bedienen,10.0
bedient,91.0
bedienung,372.0
bedienungen,114.0
bedingt,15.0
bedlam,38.0
bedmart,30.0
bedon,10.0
bedraggled,21.0
bedridden,11.0
bedrock,13.0
bedroom,6292.0
bedrooms,654.0
beds,10966.0
bedsheet,24.0
bedsheets,75.0
bedside,731.0
bedspread,88.0
bedspreads,59.0
bedtime,123.0
bee,1134.0
beech,35.0
beechview,57.0
beechwood,13.0
beed,39.0
beeen,10.0
beef,88200.0
beefcake,20.0
beefcakes,12.0
beefeater,61.0
beefeaters,14.0
beefed,39.0
beefier,10.0
beefiness,36.0
beefing,11.0
beefs,210.0
beefsteak,136.0
beefstro,28.0
beefy,666.0
beegee,25.0
beehive,174.0
beeindruckend,13.0
beeing,17.0
beeline,192.0
beelined,17.0
beemer,19.0
beemers,11.0
beens,84.0
beep,162.0
beeped,23.0
beeper,102.0
beepers,23.0
beeping,132.0
beeps,32.0
beer,104458.0
beeradvocate,12.0
beerfest,30.0
beergarita,14.0
beerhive,29.0
beerpong,11.0
beers,32330.0
beery,20.0
bees,620.0
beeswax,19.0
beet,3296.0
beethoven,22.0
beetle,103.0
beetlejuice,26.0
beetles,70.0
beetroot,158.0
beets,2401.0
beezies,11.0
beezy,45.0
beff,10.0
befinden,18.0
befindet,62.0
befits,24.0
befitting,114.0
befor,44.0
befriend,46.0
befriended,51.0
befriending,20.0
befuddled,82.0
beg,1047.0
began,7042.0
begeistert,65.0
begets,11.0
beggar,52.0
beggars,156.0
begged,471.0
beggers,32.0
beggin,14.0
begging,891.0
beggining,19.0
begin,8000.0
beging,10.0
begining,96.0
beginner,743.0
beginners,599.0
beginning,8314.0
beginnings,130.0
begins,1381.0
begleitung,36.0
begrudge,55.0
begrudged,13.0
begrudging,24.0
begrudgingly,327.0
begrüßt,18.0
begs,210.0
beguiling,17.0
begun,454.0
behalf,507.0
behandelt,21.0
behave,364.0
behaved,690.0
behaves,48.0
behaving,142.0
behavior,2175.0
behavioral,67.0
behaviors,96.0
behaviour,100.0
beheaded,15.0
beheld,20.0
behemoth,195.0
behemoths,25.0
behest,36.0
behinds,38.0
behing,13.0
behold,1878.0
beholden,14.0
beholder,41.0
behoove,29.0
bei,1164.0
beiber,31.0
beide,41.0
beiden,53.0
beides,25.0
beige,349.0
beign,11.0
beigne,34.0
beignes,35.0
beignet,218.0
beignets,1572.0
beijing,537.0
beilage,17.0
beilagen,43.0
beilagensalat,19.0
beim,348.0
bein,36.0
beings,265.0
beinhaltet,11.0
beirut,34.0
beispiel,29.0
beispielsweise,10.0
beitrag,33.0
beiträge,18.0
bejeezus,16.0
bejesus,32.0
bejeweled,30.0
bejing,33.0
bekam,27.0
bekamen,28.0
bekannt,19.0
bekannte,16.0
bekannten,28.0
bekomme,27.0
bekommen,139.0
bekommt,213.0
bel,210.0
bela,17.0
belabor,18.0
belacan,17.0
belag,16.0
belaggio,36.0
belagio,222.0
belated,225.0
belatedly,16.0
belay,72.0
belaying,25.0
belch,23.0
belched,11.0
belching,28.0
beleaguered,14.0
belegt,45.0
beleive,118.0
beleuchtung,11.0
belfast,29.0
belfiore,34.0
belge,28.0
belges,12.0
belgian,1889.0
belgians,110.0
belgium,682.0
belhaven,48.0
beli,42.0
belie,13.0
belied,11.0
belief,795.0
beliefs,132.0
belies,48.0
believable,137.0
believe,40446.0
believed,887.0
believer,818.0
believers,80.0
believes,367.0
believin,20.0
believing,424.0
beligerent,11.0
belinda,41.0
belini,32.0
belinis,13.0
belittle,72.0
belittled,80.0
belittles,12.0
belittling,82.0
belive,118.0
belize,14.0
belk,244.0
belks,15.0
bell,10106.0
bella,960.0
bellaggio,32.0
bellagio,17807.0
bellagios,50.0
bellas,10.0
bellboy,49.0
bellboys,13.0
belle,1267.0
belledenuitmontreal,25.0
bellegio,21.0
belles,178.0
bellevue,115.0
bellhop,280.0
bellhops,71.0
belliago,26.0
bellied,167.0
bellies,639.0
belligerent,215.0
belligerently,28.0
belligio,18.0
bellini,764.0
bellinis,206.0
bellino,17.0
bellissimo,18.0
bellman,496.0
bellmen,102.0
bello,37.0
bellota,50.0
bellow,46.0
bellowed,16.0
bellowing,26.0
bellows,13.0
bellpepper,29.0
bellpeppers,18.0
bells,871.0
bellwether,10.0
belly,13143.0
bellybutton,14.0
bellydance,16.0
bellydancers,20.0
bellydancing,16.0
bellying,21.0
bellys,32.0
belmont,177.0
belong,1218.0
belonged,468.0
belonging,103.0
belongings,864.0
belongs,650.0
beloved,1433.0
belt,2632.0
beltane,18.0
belted,54.0
belting,112.0
beltline,59.0
belts,593.0
beltway,50.0
beluga,32.0
belushi,26.0
belvedere,224.0
belz,34.0
bem,20.0
bemoan,29.0
bemoaned,12.0
bemoaning,26.0
bemused,47.0
bemängeln,10.0
bemüht,38.0
ben,2022.0
benadryl,75.0
benassi,43.0
benatar,17.0
bench,2031.0
benched,18.0
benches,2034.0
benchmark,250.0
benchmarks,12.0
benchs,10.0
bend,975.0
bendable,13.0
bended,13.0
bendel,11.0
bender,223.0
benders,24.0
bendict,14.0
bending,206.0
bends,85.0
bendy,45.0
bene,311.0
beneath,762.0
benedict,9335.0
benedictine,33.0
benedicts,386.0
benedryl,11.0
benedum,124.0
benefactor,14.0
beneficial,274.0
beneficiary,25.0
benefit,3540.0
benefited,224.0
benefiting,51.0
benefits,1493.0
benefitted,81.0
benefitting,18.0
benelux,51.0
benes,12.0
benetton,17.0
benevolent,29.0
bengal,21.0
bengali,20.0
bengals,19.0
beni,77.0
benidict,40.0
benifit,19.0
benign,54.0
benihana,759.0
benihanas,73.0
benihanna,12.0
benito,23.0
benjamin,277.0
benjamins,86.0
benjarong,40.0
benji,37.0
benkovitz,18.0
bennedict,22.0
bennet,17.0
bennett,104.0
benni,16.0
bennie,72.0
bennies,32.0
bennigan,15.0
bennigans,17.0
bennihana,13.0
benny,953.0
bennys,29.0
beno,12.0
bens,30.0
benson,61.0
bent,850.0
bentley,203.0
bentleys,29.0
bento,2564.0
benton,12.0
bentos,127.0
benvenuto,29.0
benz,155.0
benötigt,24.0
beo,28.0
beobachten,12.0
beobachtet,10.0
beouf,10.0
bepo,12.0
beppo,288.0
bequem,31.0
ber,17.0
berate,82.0
berated,108.0
beraten,40.0
berates,12.0
berating,76.0
beratung,78.0
berber,28.0
berbere,44.0
bereft,42.0
bereich,73.0
bereichen,11.0
bereit,22.0
bereits,86.0
berenjena,10.0
beret,31.0
berets,15.0
beretta,24.0
berg,95.0
bergamot,24.0
berge,37.0
bergen,11.0
berger,57.0
bergere,12.0
bergie,17.0
bergies,50.0
beri,14.0
berichten,21.0
beringer,17.0
berkeley,180.0
berkley,18.0
berkshire,147.0
berlin,265.0
berliner,43.0
berm,25.0
bermuda,140.0
bern,18.0
bernadette,32.0
bernadin,16.0
bernaise,308.0
bernard,267.0
bernardin,41.0
bernardino,14.0
bernardo,17.0
bernards,15.0
bernardus,15.0
bernese,11.0
bernice,26.0
bernie,136.0
bernina,18.0
berri,128.0
berridge,14.0
berries,2478.0
berry,3302.0
berrybrook,21.0
berschler,24.0
berserk,20.0
bert,67.0
berth,22.0
bertha,277.0
berthas,16.0
bertie,27.0
berto,217.0
bertolucci,18.0
bertos,190.0
bery,14.0
bes,34.0
besame,21.0
beschreiben,13.0
beschrieben,10.0
beschweren,12.0
beschäftigt,14.0
beset,11.0
besetzt,25.0
besitzer,40.0
beso,191.0
besoin,216.0
besoins,21.0
besondere,23.0
besonderen,15.0
besonderes,72.0
besonders,160.0
besos,19.0
bespectacled,13.0
bespoke,63.0
bess,20.0
bessemer,12.0
besser,179.0
bessere,36.0
besseren,26.0
besseres,25.0
bessie,19.0
best,305743.0
bestand,23.0
bestbuy,85.0
beste,114.0
besteck,17.0
bested,34.0
besteht,33.0
bestellen,92.0
bestellt,182.0
bestellte,37.0
bestellten,32.0
bestellung,110.0
bestellungen,18.0
besten,119.0
bestens,21.0
bester,13.0
bestest,147.0
bestfriend,40.0
bestie,345.0
besties,78.0
bestimmt,50.0
bestimmten,12.0
bestofvegas,18.0
bestow,62.0
bestowed,73.0
bestowing,13.0
bests,63.0
bestseller,15.0
bestsellers,29.0
besty,13.0
bestätigen,14.0
besuch,262.0
besuche,17.0
besuchen,48.0
besucher,21.0
besucht,63.0
bet,6944.0
beta,61.0
betch,11.0
betcha,169.0
beter,28.0
beth,380.0
bethany,353.0
bethel,29.0
bethesda,18.0
beto,104.0
betos,96.0
betray,23.0
betrayal,24.0
betrayed,67.0
betraying,26.0
betrays,13.0
betreiber,11.0
betreten,22.0
betrieb,16.0
bets,765.0
betsey,82.0
betsy,104.0
bett,24.0
betta,64.0
bettah,21.0
bette,149.0
betten,17.0
better,217773.0
betterave,20.0
betteraves,27.0
bettered,18.0
betterfinger,11.0
bettering,18.0
betterment,12.0
betters,34.0
bettie,104.0
betting,740.0
bettis,63.0
bettors,20.0
bettter,39.0
betty,706.0
bettys,13.0
betweens,24.0
betwen,14.0
betwixt,20.0
beuno,11.0
beurre,379.0
beurteilen,28.0
beutiful,13.0
bev,259.0
beveled,14.0
beverage,6318.0
beverages,5763.0
beverly,801.0
bevies,31.0
bevmo,462.0
bevo,38.0
bevor,23.0
bevorzuge,13.0
bevs,48.0
bevvie,16.0
bevvies,40.0
bevvy,40.0
bevy,171.0
beware,6973.0
bewegen,13.0
bewerten,15.0
bewertung,38.0
bewertungen,37.0
bewildered,162.0
bewildering,35.0
bewilderment,44.0
bewitched,11.0
bewitching,17.0
bex,20.0
beyer,16.0
beyonce,171.0
beyoncé,22.0
bezahlen,52.0
bezahlt,42.0
bezeichnen,17.0
bezel,24.0
bezüglich,12.0
bf,13199.0
bfast,253.0
bfd,31.0
bfe,101.0
bff,808.0
bffs,66.0
bfg,294.0
bfs,162.0
bg,66.0
bh,93.0
bhaji,82.0
bhajis,25.0
bhan,15.0
bharta,46.0
bhartha,27.0
bhatura,31.0
bhature,18.0
bhavan,14.0
bhel,29.0
bhindi,75.0
bhs,22.0
bhuna,43.0
bi,1065.0
bia,20.0
biaggi,85.0
biaggia,24.0
biaggio,364.0
biaggios,23.0
biaggis,19.0
biagio,41.0
bialy,109.0
bialys,68.0
bianca,384.0
bianchi,10.0
bianco,2609.0
biancos,45.0
biancoverde,148.0
biannual,22.0
bias,638.0
biased,2024.0
biases,25.0
biatch,50.0
bib,404.0
bibb,192.0
bibi,21.0
bibim,87.0
bibimbab,17.0
bibimbap,953.0
bibimbop,87.0
bibimpap,19.0
bibingka,24.0
bibingkahan,20.0
bible,396.0
bibles,16.0
biblical,45.0
bibliophile,19.0
bibliothèque,21.0
biblos,52.0
bibs,181.0
bic,35.0
bice,22.0
bicep,36.0
biceps,47.0
bichon,73.0
bicker,26.0
bickered,10.0
bickering,85.0
bicol,28.0
bicycle,815.0
bicycles,276.0
bicycling,36.0
bicyclist,12.0
bicyclists,34.0
bid,695.0
bidder,42.0
bidders,12.0
bidding,107.0
biddle,22.0
biddy,37.0
bide,31.0
bidet,103.0
bidets,11.0
biding,16.0
bidness,21.0
bids,163.0
bieber,111.0
bien,4013.0
biens,20.0
bientôt,59.0
bienvenue,28.0
bier,338.0
bierch,13.0
bierchen,15.0
biere,37.0
bieres,14.0
biergarten,204.0
biersch,379.0
biet,397.0
bieten,35.0
bietet,125.0
biff,32.0
bifocals,35.0
bifteck,14.0
big,136042.0
bigass,26.0
bigelow,102.0
bigeye,18.0
bigfoot,32.0
