,feature,count
19456,editors,18.0
19460,edmonds,14.0
19462,edmund,14.0
19463,edmunds,16.0
19467,edr,10.0
19480,edwardo,11.0
19486,eeeee,11.0
19487,eeeeek,11.0
19489,eeeew,12.0
19490,eeeh,16.0
19491,eeehhh,10.0
19495,eeewwww,10.0
19498,eehh,17.0
19499,eehhh,10.0
19505,eenie,11.0
19510,ees,11.0
19514,eeww,18.0
19515,eewww,12.0
19518,efes,14.0
19523,effecting,13.0
19530,effeminate,14.0
19532,effer,14.0
19537,efficaces,12.0
19538,efficacy,16.0
19540,efficiant,11.0
19544,effiecient,15.0
19545,effiel,11.0
19546,effigie,11.0
19555,efren,15.0
19556,eft,14.0
19560,egalitarian,16.0
19562,eggcelent,14.0
19564,eggceptional,12.0
19568,egginess,12.0
19573,egglplant,11.0
19588,eggwhites,14.0
19592,egi,19.0
19596,egr,16.0
19603,egyptians,16.0
19606,ehemalige,10.0
19607,ehemaligen,16.0
19614,ehhhhhhh,14.0
19615,ehm,16.0
19618,eide,19.0
19619,eier,10.0
19622,eiffle,16.0
19640,einfache,13.0
19642,eingangsbereich,10.0
19644,eingerichtetes,12.0
19647,einiger,13.0
19648,einigermaßen,14.0
19650,einkauf,18.0
19651,einkaufen,15.0
19652,einkaufszentrum,14.0
19653,einladend,16.0
19655,einplanen,12.0
19657,eins,16.0
19665,einzigen,13.0
19666,einziger,19.0
19669,eisbecher,13.0
19670,eisdiele,12.0
19671,eith,12.0
19672,eitherway,10.0
19675,eject,18.0
19677,ejoyed,11.0
19681,ekk,15.0
19682,ekkk,14.0
19690,elana,14.0
19692,elapse,12.0
19714,electic,19.0
19717,elections,14.0
19722,electrically,11.0
19726,electrics,19.0
19727,electrified,13.0
19730,electrocuted,17.0
19731,electrolysis,18.0
19740,elegante,10.0
19747,elenas,11.0
19759,eleve,18.0
19761,eleventy,13.0
19765,elia,17.0
19770,eliciting,13.0
19784,eliquid,12.0
19788,elisha,15.0
19791,elitest,10.0
19800,elks,18.0
19805,elleck,13.0
19826,eloping,16.0
19837,eltern,16.0
19844,elvi,10.0
19847,elvises,14.0
19849,elyse,17.0
19852,elysium,19.0
19860,emanate,19.0
19864,emasculating,10.0
19865,emballage,12.0
19869,embarassingly,19.0
19878,embarrasses,12.0
19882,embarressed,11.0
19887,embellishing,13.0
19892,embiance,11.0
19893,embittered,13.0
19896,emblems,16.0
19908,embryo,11.0
19911,emcees,12.0
19925,emeryville,12.0
19926,emigrated,10.0
19927,emil,18.0
19929,emiliana,15.0
19934,emilion,10.0
19946,emm,17.0
19948,emmanuel,17.0
19951,emmenthal,10.0
19952,emmené,15.0
19953,emmet,12.0
19955,emmm,11.0
19956,emmmm,12.0
19959,emmène,15.0
19961,emoji,12.0
19962,emos,16.0
19970,empanda,13.0
19973,empathic,15.0
19981,empfand,19.0
19988,empfehlungen,13.0
19989,empfiehlt,13.0
19990,empfinde,17.0
19993,emphasise,14.0
20000,emphysema,16.0
20002,empires,19.0
20004,emplettes,18.0
20020,emply,10.0
20021,emplyees,12.0
20024,emporiums,10.0
20030,empoyees,12.0
20038,empy,13.0
20047,emulated,10.0
20059,enact,16.0
20061,enacting,13.0
20063,enameled,13.0
20066,encanta,16.0
20068,encapsulate,16.0
20070,encapsulates,18.0
20071,encase,15.0
20082,enchilado,17.0
20087,encircle,14.0
20088,encircled,14.0
20089,encircles,18.0
20092,enclaves,15.0
20110,encourager,14.0
20113,encroached,11.0
20120,endanger,12.0
20122,endangering,19.0
20123,endcap,13.0
20124,endcaps,10.0
20130,endearment,18.0
20133,endeavour,15.0
20135,endemic,16.0
20137,enders,13.0
20155,endorses,15.0
20157,endoscopy,13.0
20162,enducing,11.0
20164,endulged,11.0
20168,endures,13.0
20170,eneded,16.0
20171,enema,17.0
20175,energetically,18.0
20206,englisch,13.0
20209,engorge,10.0
20216,engrossing,16.0
20220,engulfs,17.0
20231,enitre,13.0
20241,enlarging,10.0
20248,enlivened,10.0
20255,enorme,14.0
20262,enoyed,14.0
20266,enquiries,13.0
20267,enquiring,19.0
20268,enquiry,10.0
20270,enraptured,18.0
20274,enrichment,17.0
20292,ensoleillé,15.0
20293,ensoleillée,13.0
20307,entangled,14.0
20308,entdeckt,19.0
20309,ente,18.0
20310,entegrity,15.0
20313,entends,17.0
20321,enterprising,19.0
20328,entertainingly,16.0
20330,entertainments,19.0
20333,entgegen,18.0
20334,enthousiasme,11.0
20338,enthusiam,13.0
20349,enticingly,12.0
20361,entlang,17.0
20363,entouré,19.0
20364,entrace,19.0
20365,entrada,14.0
20366,entrails,10.0
20367,entrainment,10.0
20374,entrants,19.0
20375,entrapment,11.0
20378,entrecôte,13.0
20385,entrepreneurship,16.0
20390,entretenu,13.0
20391,entrez,16.0
20400,entryways,15.0
20404,entscheiden,16.0
20405,entscheidung,13.0
20406,entschied,16.0
20408,entschuldigung,12.0
20409,entspannen,16.0
20410,entspannt,17.0
20412,entsprechende,11.0
20413,entsprechenden,11.0
20414,entspricht,17.0
20416,enttäuschung,12.0
20418,entwined,19.0
20421,enumerate,14.0
20422,enunciate,15.0
20423,envelop,18.0
20429,envers,17.0
20442,environmentalist,12.0
20451,envuelta,10.0
20458,eon,19.0
20462,epa,13.0
20463,epazote,11.0
20465,ephemera,19.0
20466,ephemeral,12.0
20473,epicerie,10.0
20474,epicier,14.0
20475,epicness,16.0
20476,epicure,10.0
20478,epicurious,14.0
20484,epipen,17.0
20486,episage,12.0
20490,epitomize,15.0
20493,epitomy,14.0
20499,eq,14.0
20502,equaling,19.0
20513,equations,11.0
20514,equator,11.0
20518,equine,14.0
20525,equipt,11.0
20526,equiptment,17.0
20528,equitable,19.0
20530,equivalence,10.0
20532,equivalently,10.0
20536,erable,15.0
20538,eradicate,19.0
20539,eradicated,18.0
20545,erasing,19.0
20546,erbe,12.0
20548,erdinger,10.0
20552,erection,17.0
20556,erg,14.0
20557,ergebnis,18.0
20560,ergonomically,14.0
20561,ergonomics,17.0
20562,ergänzung,12.0
20571,ericka,16.0
20572,erickson,14.0
20579,erinnerung,10.0
20581,erkennen,14.0
20582,erklären,14.0
20584,erks,11.0
20587,erledigt,11.0
20590,ermahgerd,10.0
20594,erneut,10.0
20597,eroded,12.0
20598,erosion,12.0
20601,eroticism,15.0
20607,erratically,18.0
20609,erreichbar,12.0
20611,erreicht,14.0
20613,erreurs,11.0
20614,erring,18.0
20622,errs,15.0
20626,erstaunlich,17.0
20631,erstwhile,12.0
20632,erto,10.0
20633,ertos,11.0
20638,eruptions,12.0
20643,erwartungen,12.0
20644,erwischt,12.0
20645,erwähnen,15.0
20646,erwähnenswert,10.0
20647,erwähnt,13.0
20650,eröffnet,13.0
20651,eröffnung,19.0
20654,esan,17.0
20657,escada,14.0
20659,escalades,19.0
20662,escalates,19.0
20668,escaliers,10.0
20686,escondida,10.0
20687,escondido,15.0
20692,escovitch,19.0
20693,escpecially,11.0
20698,esl,17.0
20699,esle,11.0
20700,esmeralda,18.0
20707,espada,19.0
20708,espagne,15.0
20710,espana,18.0
20714,español,16.0
20715,española,12.0
20719,especiale,14.0
20722,espectacular,11.0
20724,espelette,16.0
20725,esperanza,14.0
20726,espetus,13.0
20727,espic,16.0
20728,espically,18.0
20730,espinacas,18.0
20731,espionage,19.0
20735,espoir,15.0
20737,esposa,19.0
20746,espérer,11.0
20751,esquites,13.0
20753,essai,19.0
20766,essense,11.0
20771,essentiellement,16.0
20772,esses,11.0
20781,establishement,15.0
20782,establishes,18.0
20786,establisment,18.0
20787,estan,13.0
20788,estar,10.0
20792,estava,15.0
20798,estelle,16.0
20813,estimations,11.0
20817,estranged,11.0
20823,están,13.0
20826,etage,19.0
20830,etcetc,14.0
20837,eten,17.0
20841,etes,10.0
20843,ethanol,11.0
20852,ethiopean,14.0
20862,etienne,15.0
20873,etro,13.0
20876,etta,12.0
20878,ettiquette,11.0
20880,ettlinger,16.0
20889,eugh,10.0
20890,eugine,11.0
20891,euh,17.0
20893,euphemisms,10.0
20897,eurasian,10.0
20901,europaplatz,10.0
20907,européenne,11.0
20908,européens,12.0
20910,eurotrash,14.0
20916,euw,12.0
20921,evacuated,18.0
20923,evade,12.0
20928,evaluates,15.0
20931,evaluations,18.0
20933,evangelical,14.0
20934,evanka,15.0
20936,evanston,15.0
20938,evaporate,19.0
20943,evasion,11.0
20946,eveing,13.0
20959,everbody,10.0
20970,everrrrrr,19.0
20971,eversince,15.0
20977,everybodys,12.0
20980,everyhting,19.0
20981,everyman,16.0
20985,everythig,10.0
20987,everythin,14.0
20989,everythng,14.0
20993,everyweek,15.0
20998,eveytime,10.0
21001,evic,19.0
21011,evita,13.0
21012,evn,13.0
21026,evry,16.0
21027,evryone,10.0
21029,evs,12.0
21030,evtl,18.0
21035,ewing,18.0
21041,ewwwwwww,12.0
21043,exacerbate,10.0
21045,exacerbating,11.0
21051,exagerated,14.0
21052,exagerating,17.0
21054,exagerrating,10.0
21059,exaggerations,15.0
21060,exalted,14.0
21078,excavated,17.0
21079,excavation,14.0
21089,excell,10.0
21098,excellet,17.0
21102,excelsior,15.0
21103,exceptable,12.0
21116,excessif,11.0
21120,exchangeable,10.0
21124,excise,12.0
21139,exclamations,19.0
21140,excllent,10.0
21149,exclusivement,10.0
21156,excrutiating,14.0
21176,exelent,11.0
21178,exemplaire,13.0
21179,exemplar,11.0
21182,exemples,10.0
21187,exemption,13.0
21195,exerted,12.0
21196,exerting,11.0
21198,exes,16.0
21202,exfoliates,10.0
21205,exfoliator,16.0
21207,exhaling,14.0
21213,exhaustively,16.0
21214,exhausts,11.0
21219,exhibitionist,12.0
21224,exhilarated,14.0
21226,exhilaration,11.0
21248,exoskeleton,11.0
21250,exotica,14.0
21252,exotique,15.0
21256,expandable,12.0
21270,expectaions,11.0
21282,expedience,14.0
21283,expediency,19.0
21285,expediently,16.0
21289,expediters,18.0
21296,expeience,13.0
21297,expeirence,13.0
21298,expel,14.0
21299,expelled,19.0
21302,expendables,12.0
21305,expenditures,12.0
21309,expensing,15.0
21312,expensiveness,13.0
21313,expereience,12.0
21315,expereinced,12.0
21318,experianced,13.0
21319,experiances,14.0
21321,experieince,10.0
21334,experinces,14.0
21350,explainable,11.0
21360,explications,14.0
21381,explorers,18.0
21387,explosively,15.0
21389,exponential,16.0
21392,exported,15.0
21393,exports,10.0
21402,exposés,12.0
21414,expressos,15.0
21421,exquisit,10.0
21424,exra,10.0
21425,exremely,14.0
21428,exsperience,16.0
21430,extacy,10.0
21431,extase,11.0
21442,extention,10.0
21445,exteremly,14.0
21448,exterminate,17.0
21450,extermination,15.0
21455,externship,16.0
21459,extinguished,15.0
21461,extol,10.0
21462,extolled,11.0
21465,extorted,12.0
21474,extractor,16.0
21479,extraordinaires,14.0
21488,extravagent,17.0
21490,extreemly,19.0
21497,extremity,12.0
21498,extremley,17.0
21500,extricate,11.0
21501,extrodinary,14.0
21502,extrordinary,13.0
21503,extroverted,13.0
21513,exxon,18.0
21514,exzellent,10.0
21515,exécution,11.0
21516,exécuté,19.0
21528,eyedrops,12.0
21538,eyeliners,15.0
21539,eyemasters,17.0
21558,faa,19.0
21559,faaar,12.0
21564,fabergé,19.0
21569,fabolous,17.0
21570,faboulous,12.0
21571,fabreeze,17.0
21575,fabricating,12.0
21577,fabricator,15.0
21579,fabrique,15.0
21580,fabriqués,11.0
21582,fabuleuse,13.0
21584,fabulosity,16.0
21589,fabulouso,10.0
21594,facebooking,14.0
21598,facelifts,12.0
21603,faceted,18.0
21604,facetime,15.0
21614,facilitates,15.0
21616,facilitator,11.0
21620,facilty,12.0
21622,fack,13.0
21623,facking,11.0
21628,factoid,19.0
21638,factually,11.0
21640,factures,15.0
21641,faculties,14.0
21650,faerie,10.0
21651,faff,12.0
21652,faffing,10.0
21654,fage,17.0
21655,faggot,15.0
21656,fagiole,17.0
21658,fago,13.0
21659,fagoli,18.0
21660,fags,13.0
21661,fah,15.0
21664,fahrer,11.0
21665,fahrt,14.0
21667,faibles,14.0
21672,failli,15.0
21676,faily,11.0
21678,faims,10.0
21687,fairen,15.0
21692,fairground,11.0
21700,fairtrade,16.0
21707,faisaient,14.0
21708,faisais,12.0
21724,fakery,12.0
21727,fakher,12.0
21733,falafil,16.0
21738,falernum,11.0
21739,falkirk,11.0
21742,fallacy,15.0
21743,fallafel,19.0
21747,fallin,18.0
21749,fallingwater,15.0
21755,falootin,11.0
21757,falsche,17.0
21758,falschen,13.0
21761,falsetto,17.0
21762,falsies,12.0
21765,faltering,12.0
21766,falters,19.0
21769,fambam,12.0
21775,fameuses,17.0
21786,familiarized,16.0
21790,familiy,19.0
21793,familly,14.0
21798,famiy,16.0
21801,fams,11.0
21804,fanatastic,12.0
21807,fanaticism,10.0
21819,fancying,14.0
21826,fang,16.0
21829,fangs,15.0
21831,fannie,16.0
21844,fantasmic,14.0
21848,fantasticly,16.0
21849,fantasticness,11.0
21851,fantastics,10.0
21854,fantastisch,16.0
21856,fantasyland,15.0
21857,fantatic,13.0
21860,faqs,17.0
21864,farbe,19.0
21865,farben,10.0
21867,farci,19.0
21868,farcie,13.0
21869,farcies,12.0
21870,farcis,16.0
21875,farewells,10.0
21881,farines,14.0
21888,farmfoods,13.0
21894,farnsworth,18.0
21896,farofa,15.0
21898,farrar,17.0
21903,farrow,15.0
21904,farsi,18.0
21912,farty,15.0
21913,fas,11.0
21914,fascia,17.0
21916,fascinate,19.0
21931,fasho,10.0
21932,fasion,11.0
21934,fasse,13.0
21936,fastbreak,19.0
21940,fasteners,18.0
21947,fastpass,12.0
21950,fatale,13.0
21959,fates,19.0
21965,fathomed,10.0
21968,fatigues,12.0
21969,fatima,10.0
21970,fatman,14.0
21971,fatness,18.0
21978,fattened,12.0
21987,fattoria,17.0
21988,fattouch,15.0
21991,fattyness,13.0
21999,faulting,17.0
22006,fausse,12.0
22014,fauxhawk,18.0
22023,favorate,19.0
22027,favoriate,16.0
22033,favorited,13.0
22035,favoritest,19.0
22041,favorties,17.0
22044,favourably,12.0
22046,favoured,19.0
22047,favourita,13.0
22052,fawlty,10.0
22062,fayetteville,12.0
22070,fazolis,17.0
22071,fazzoletti,12.0
22074,façons,11.0
22079,fbo,12.0
22084,fckn,16.0
22094,fearlessly,13.0
22097,feasibly,13.0
22105,feathering,11.0
22117,feburary,10.0
22120,fect,11.0
22124,federation,10.0
22127,federline,10.0
22129,fedexed,10.0
22132,feds,16.0
22138,feedbag,19.0
22144,feeing,11.0
22146,feelgood,11.0
22154,feening,16.0
22158,feh,19.0
22159,fehlen,13.0
22162,fehlte,12.0
22163,fei,19.0
22164,feierabend,11.0
22165,feiern,14.0
22171,feinberg,14.0
22172,feine,15.0
22173,feinen,10.0
22176,fekkai,11.0
22190,feller,19.0
22196,felon,15.0
22199,felted,12.0
22200,felts,11.0
22204,femininity,15.0
22205,feminism,12.0
22216,fended,10.0
22223,fenix,18.0
22225,fenouil,13.0
22227,fenton,11.0
22236,ferait,14.0
22245,fermenters,12.0
22248,fermes,17.0
22250,fermier,14.0
22251,fermin,18.0
22253,fermée,14.0
22254,fermés,12.0
22256,fernandez,14.0
22260,fernseher,19.0
22262,ferociously,14.0
22263,feront,17.0
22265,ferran,16.0
22266,ferrara,11.0
22273,ferrer,17.0
22279,fers,11.0
22292,fesses,10.0
22294,fester,17.0
22296,festif,10.0
22297,festin,16.0
22304,festivus,17.0
22307,fet,12.0
22313,fetches,10.0
22316,fetid,12.0
22318,fetishes,15.0
22322,fetticine,11.0
22323,fetticini,16.0
22324,fettig,14.0
22327,fettuchini,12.0
22330,fettucinni,11.0
22341,feverish,16.0
22343,fevers,12.0
22345,fewest,15.0
22346,fews,10.0
22347,fey,14.0
22350,fff,13.0
22354,fgt,13.0
22357,fhe,11.0
22365,fiancées,16.0
22371,fibbers,19.0
22382,ficus,13.0
22385,fiddlehead,13.0
22388,fiddles,12.0
22391,fiddy,13.0
22396,fideos,16.0
22397,fidget,13.0
22399,fidgets,16.0
22402,fidèle,18.0
22403,fie,14.0
22412,fiendly,11.0
22414,fieno,10.0
22415,fier,18.0
22418,fiere,13.0
22420,fierri,14.0
22423,fiestas,11.0
22424,fiesty,14.0
22439,figment,13.0
22441,figue,14.0
22447,figurent,11.0
22455,filaberto,14.0
22462,filene,14.0
22467,fileted,18.0
22472,filialen,13.0
22473,filib,17.0
22489,filleting,10.0
22491,filli,16.0
22492,fillibertos,15.0
22493,fillin,12.0
22496,fillipino,13.0
22507,filmmaker,19.0
22510,filmpalast,11.0
22520,filthier,16.0
22525,filty,13.0
22530,finagling,12.0
22535,finalists,16.0
22539,finallly,14.0
22548,financials,15.0
22552,finches,16.0
22573,fingering,15.0
22583,fingertip,19.0
22587,fining,15.0
22598,finite,17.0
22600,finland,17.0
22601,finlandia,16.0
22604,finnally,14.0
22605,finnaly,12.0
22611,finocchio,10.0
22613,finsh,13.0
22614,finshed,15.0
22615,finsihed,10.0
22616,finz,17.0
22620,fiorella,17.0
22623,fioris,11.0
22624,fios,16.0
22626,firday,12.0
22634,firecrackers,17.0
22641,firefox,11.0
22642,firegrill,15.0
22648,firend,11.0
22649,firendly,16.0
22651,firenze,19.0
22656,firepower,12.0
22660,firestarter,14.0
22672,firma,11.0
22673,firmed,10.0
22675,firmest,11.0
22676,firming,11.0
22681,firstborn,18.0
22685,firstworldproblems,11.0
22688,fiscally,17.0
22701,fishermans,17.0
22707,fishiest,11.0
22708,fishin,16.0
22711,fishmarket,13.0
22716,fishstick,10.0
22718,fishtanks,13.0
22724,fisticuffs,12.0
22728,fitbit,18.0
22751,fixate,17.0
22756,fixens,12.0
22768,fizzes,10.0
22772,fj,19.0
22774,fka,11.0
22778,flab,12.0
22783,fladenbrot,10.0
22784,flafla,10.0
22789,flagrantly,11.0
22793,flagstone,19.0
22795,flailed,10.0
22798,flairs,13.0
22809,flam,15.0
22810,flamande,11.0
22812,flambed,14.0
22817,flambée,17.0
22824,flamethrower,15.0
22829,flammable,19.0
22830,flammekueche,12.0
22833,flamms,13.0
22837,flanders,15.0
22842,flanks,17.0
22844,flannels,17.0
22851,flappers,15.0
22853,flappy,10.0
22860,flaschen,12.0
22864,flashdance,13.0
22866,flashers,11.0
22870,flashiness,15.0
22881,flatbreadz,13.0
22883,flatliner,15.0
22887,flatness,13.0
22893,flattening,16.0
22897,flatters,12.0
22900,flatulence,15.0
22903,flauntas,13.0
22904,flaunted,16.0
22906,flaunts,12.0
22911,flave,14.0
22912,flaver,15.0
22926,flavory,16.0
22944,fleabag,12.0
22950,fledge,10.0
22962,fleischgerichte,16.0
22969,fleshed,18.0
22976,fleuve,16.0
22979,flexed,19.0
22989,flickers,16.0
23000,flightlinez,18.0
23009,flings,14.0
23012,flinstones,15.0
23013,flint,11.0
23019,flippantly,17.0
23021,flippen,14.0
23030,flirtation,18.0
23037,flit,14.0
23038,flithy,10.0
23039,flitted,12.0
23055,flocon,13.0
23057,flogged,12.0
23063,floodlights,10.0
23070,floorplans,16.0
23073,floozies,18.0
23074,floozy,11.0
23087,florentines,12.0
23090,floret,12.0
23095,floridinos,16.0
23103,flottante,19.0
23105,floundering,14.0
23110,flourished,18.0
23116,floutas,13.0
23134,flub,16.0
23135,flubbed,16.0
23140,fluctuation,13.0
23141,fluctuations,19.0
23152,fluffing,11.0
23154,fluffs,13.0
23159,fluidly,16.0
23163,flume,19.0
23166,flunked,11.0
23168,fluorescents,11.0
23170,flurries,12.0
23182,flutters,11.0
23188,flyin,19.0
23191,flynt,13.0
23192,flyover,18.0
23200,fnp,14.0
23216,focolaio,14.0
23222,focussing,12.0
23225,fodor,15.0
23227,foei,19.0
23228,foes,11.0
23230,fogey,18.0
23232,fogging,12.0
23234,foghorn,11.0
23237,fogs,14.0
23239,fohawk,15.0
23242,foies,11.0
23245,foiling,10.0
23247,foir,13.0
23248,foire,17.0
23256,foldout,15.0
23258,foley,16.0
23265,folios,12.0
23270,folky,15.0
23271,folle,14.0
23272,folles,10.0
23275,follies,11.0
23281,followings,10.0
23284,followups,10.0
23285,follwed,10.0
23287,folsom,13.0
23290,fonctionnait,10.0
23294,fondait,17.0
23296,fondants,12.0
23300,fondido,16.0
23301,fondito,10.0
23303,fondled,15.0
23311,fong,15.0
23321,foodbar,19.0
23322,foodborne,17.0
23329,fooding,10.0
23331,foodist,11.0
23333,foodless,10.0
23335,foodporn,19.0
23341,foodtrucks,16.0
23342,foodtv,19.0
23345,foofoo,19.0
23350,foolery,14.0
23358,fooood,14.0
23359,foooood,15.0
23360,fooooood,11.0
23372,footers,15.0
23373,foothill,16.0
23375,foothold,10.0
23378,footling,10.0
23386,footrest,11.0
23387,footrests,11.0
23389,footstep,16.0
23394,foozball,16.0
23397,forage,15.0
23406,forbidding,19.0
23407,forbids,11.0
23417,fords,16.0
23423,forecasted,10.0
23426,foreclosures,10.0
23428,forefinger,12.0
23432,foregone,11.0
23442,forensics,13.0
23450,forested,10.0
23452,forestiere,17.0
23457,foreverrrr,10.0
23458,foreverrrrr,12.0
23462,foreword,10.0
23463,forfait,15.0
23489,forgotton,14.0
23491,fork2mouth,11.0
23496,forklift,15.0
23498,forkvsfood,12.0
23514,formatting,11.0
23527,formulating,12.0
23529,formules,17.0
23531,fornarina,13.0
23539,forst,12.0
23544,fortes,13.0
23553,fortnightly,14.0
23557,fortuitously,17.0
23569,forwarned,17.0
23570,fos,15.0
23571,fosho,11.0
23572,foskoskies,19.0
23573,fosolia,18.0
23575,fossilized,12.0
23586,foudre,15.0
23587,fouettée,14.0
23588,foufounes,13.0
23589,foufs,13.0
23594,fouled,18.0
23601,foundry,11.0
23602,founds,13.0
23603,fount,13.0
23607,fountian,15.0
23609,fourni,13.0
23610,fournie,10.0
23611,fournir,12.0
23614,foursomes,16.0
23625,foxcroft,13.0
23627,foxrc,17.0
23630,foxwoods,16.0
23635,fpr,12.0
23639,frack,13.0
23640,frackin,13.0
23641,fracking,16.0
23646,fractures,13.0
23648,frag,12.0
23656,fragranced,14.0
23659,fragt,11.0
23662,fraiches,19.0
23668,fraisier,14.0
23669,fraldinha,11.0
23674,framer,19.0
23675,framers,16.0
23678,framin,19.0
23690,franchese,13.0
23700,franciscans,12.0
23711,frango,16.0
23714,franken,17.0
23722,franklins,15.0
23727,franquette,11.0
23732,franzia,18.0
23736,françaises,16.0
23737,françois,18.0
23739,frape,13.0
23741,frappaccino,14.0
23742,frappachino,19.0
23746,frapps,19.0
23750,frappucinos,13.0
23755,frashers,15.0
23758,fratboy,10.0
23759,fratelli,13.0
23761,frats,11.0
23768,fraught,19.0
23779,fre,15.0
23780,freah,11.0
23784,freakfest,11.0
23792,freakshow,15.0
23797,freckle,16.0
23801,freda,11.0
23803,freddies,13.0
23810,frederico,15.0
23814,freebee,13.0
23815,freebees,16.0
23822,freeeee,15.0
23823,freeeeee,11.0
23824,freefall,13.0
23828,freeking,11.0
23830,freeload,10.0
23831,freeloader,18.0
23832,freeloaders,19.0
23833,freeloading,18.0
23836,freemans,16.0
23839,freeport,17.0
23847,freez,11.0
23854,freggin,11.0
23856,freie,13.0
23866,frenchfries,14.0
23870,frenchmen,14.0
23871,frenchtoast,10.0
23875,frenz,12.0
23879,frequencies,13.0
23888,frere,10.0
23893,freschetta,11.0
23895,frescoes,16.0
23899,freshed,11.0
23908,freshing,10.0
23910,freshmade,13.0
23914,freshners,13.0
23917,freshy,15.0
23919,frest,10.0
23921,fretting,18.0
23922,freude,16.0
23923,freudian,16.0
23925,freuen,15.0
23939,fricase,12.0
23940,fricasse,19.0
23947,frickn,11.0
23948,frico,14.0
23950,frid,10.0
23958,frieda,12.0
23959,friedly,11.0
23960,friedman,16.0
23963,friendless,12.0
23967,friendlly,17.0
23969,friendlyness,11.0
23975,friers,13.0
23997,frilled,13.0
24000,fringale,12.0
